Timestamp,Value
2023-08-08 21:10:14.603,We created a pulseSensor Object !
2023-08-08 21:10:16.810,48
2023-08-08 21:10:17.990,48
2023-08-08 21:10:19.050,49
2023-08-08 21:10:20.029,50
2023-08-08 21:10:21.029,51
2023-08-08 21:10:22.213,51
2023-08-08 21:10:23.511,51
2023-08-08 21:10:24.789,51
2023-08-08 21:10:26.071,51
2023-08-08 21:10:27.291,51
2023-08-08 21:10:28.430,51
2023-08-08 21:10:29.511,52
2023-08-08 21:10:30.490,52
2023-08-08 21:10:31.392,52
2023-08-08 21:10:32.272,53
2023-08-08 21:10:33.333,54
2023-08-08 21:10:34.570,54
2023-08-08 21:10:35.831,54
2023-08-08 21:10:37.093,54
2023-08-08 21:10:38.330,54
2023-08-08 21:10:39.550,53
2023-08-08 21:10:40.730,53
2023-08-08 21:10:41.791,53
2023-08-08 21:10:42.733,52
2023-08-08 21:10:43.691,52
2023-08-08 21:10:44.691,52
2023-08-08 21:10:45.911,52
2023-08-08 21:10:47.173,53
2023-08-08 21:10:48.414,53
2023-08-08 21:10:49.630,53
2023-08-08 21:10:50.814,53
2023-08-08 21:10:51.932,53
2023-08-08 21:10:52.931,53
2023-08-08 21:10:53.873,53
2023-08-08 21:10:54.791,54
2023-08-08 21:10:55.774,54
2023-08-08 21:10:56.974,54
2023-08-08 21:10:58.211,54
2023-08-08 21:10:59.432,54
2023-08-08 21:11:00.632,54
2023-08-08 21:11:01.791,54
2023-08-08 21:11:02.893,54
2023-08-08 21:11:03.851,54
2023-08-08 21:11:04.773,55
2023-08-08 21:11:05.653,55
2023-08-08 21:11:06.632,55
2023-08-08 21:11:07.853,55
2023-08-08 21:11:09.094,55
2023-08-08 21:11:10.314,55
2023-08-08 21:11:11.515,55
2023-08-08 21:11:12.674,55
2023-08-08 21:11:13.775,55
2023-08-08 21:11:14.795,54
2023-08-08 21:11:15.713,54
2023-08-08 21:11:16.634,54
2023-08-08 21:11:17.572,54
2023-08-08 21:11:18.875,54
2023-08-08 21:11:20.173,54
2023-08-08 21:11:21.476,53
2023-08-08 21:11:22.733,53
2023-08-08 21:11:23.974,53
2023-08-08 21:11:25.133,52
2023-08-08 21:11:26.174,52
2023-08-08 21:11:27.116,52
2023-08-08 21:11:28.054,52
2023-08-08 21:11:29.037,52
2023-08-08 21:11:30.273,52
2023-08-08 21:11:31.535,52
2023-08-08 21:11:32.797,53
2023-08-08 21:11:34.033,53
2023-08-08 21:11:35.234,53
2023-08-08 21:11:36.356,53
2023-08-08 21:11:37.355,53
2023-08-08 21:11:38.314,53
2023-08-08 21:11:39.297,53
2023-08-08 21:11:40.435,52
2023-08-08 21:11:41.713,52
2023-08-08 21:11:43.016,52
2023-08-08 21:11:44.273,52
